left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
poo,0.770663023,0.8403896689,0.8316458464,0.8226165771,0.8699337244,0.9033326507,0.7850769758,0.7958977222,0.8288186789,0.8505825996,0.8681520224,0.8720544577,0.8960642815,0.8238694668,0.8807742596,0.8057929277,0.8871865273,0.899037838,0.763528347,0.8653504848
pou,0.7908344269,0.8782298565,0.6507632732,0.8462996483,0.8316687942,0.8291754723,0.7531796098,0.9027608037,0.8429703712,0.8367891312,0.7669413686,0.8295322061,0.9372742176,0.8308119178,0.7731330991,0.7407964468,0.729134798,0.8298397064,0.8060749769,0.7620074749
pph,0.7953606844,0.7057625651,0.8539723158,0.7876690626,0.8083494902,0.6804859638,0.8271032572,0.8068566322,0.7295554876,0.777453661,0.8414386511,0.8586140871,0.7980366945,0.7664283514,0.9210263491,0.79811728,0.8903034925,0.7524554133,0.7084754705,0.8310566545
ppi,0.8310432434,0.8109763861,0.8863757849,0.9027594328,0.687174201,0.8143016696,0.8332229853,0.6344172955,0.9368948936,0.775719285,0.8632525802,0.8917369246,0.7759049535,0.8249810934,0.7651157379,0.8733614087,0.8612142205,0.8632138968,0.7786581516,0.8790299892
ppy,0.8096929789,0.8713839054,0.8921509385,0.9133369923,0.806355238,0.8385255337,0.8119934797,0.8553210497,0.8891606927,0.7861565351,0.899448514,0.8609611988,0.8657642007,0.8757287264,0.8647080064,0.8863493204,0.8224807978,0.7606050968,0.8911367655,0.8304146528
pqe,0.7389116287,0.8469039202,0.8103477359,0.837767005,0.8762044907,0.7423669696,0.8339921236,0.7278720737,0.8127685189,0.7639693022,0.8000751734,0.7174807191,0.839643836,0.8295078874,0.8671591282,0.8303084373,0.818572998,0.7916107178,0.9139766693,0.85769701
pql,0.672967732,0.8762320876,0.8058559895,0.6199533939,0.6971875429,0.7818390131,0.7266411781,0.6974152923,0.8153702617,0.7518316507,0.6408567429,0.7175322771,0.6453278661,0.7723033428,0.6391052008,0.7425941229,0.6526843309,0.644849062,0.725902319,0.6956273317
prc,0.6973590851,0.750831902,0.7496695518,0.8349094391,0.8654644489,0.8273257017,0.8215693235,0.8498596549,0.7688313723,0.8213944435,0.8307121992,0.8330981731,0.8132383823,0.8404929638,0.8295388222,0.8204934597,0.801679492,0.8759055138,0.7791142464,0.9187751412
prp,0.8301516771,0.8620830178,0.9040974379,0.7245175242,0.7515682578,0.8257947564,0.8375387192,0.8561199903,0.8356254101,0.8413296938,0.8665889502,0.8125519156,0.8096067905,0.8556108475,0.8988845348,0.8487823606,0.8522616625,0.8138747811,0.760723412,0.8762367964
psp,0.6837717295,0.6437203884,0.7805306911,0.6786755323,0.7265716195,0.6521781683,0.7969849706,0.6191298962,0.7460588217,0.7982913256,0.7500234842,0.6966922283,0.6620465517,0.5634531379,0.7990966439,0.5975630879,0.7515724301,0.6935423017,0.6403315067,0.7051323652
psr,0.6951528192,0.8314708471,0.7059756517,0.8237433434,0.7436057925,0.7948077917,0.8131129146,0.7523414493,0.7784212828,0.7787159085,0.7301880121,0.9241591692,0.7975865602,0.7900959253,0.7677184939,0.7816679478,0.7422428727,0.7243853807,0.6597416401,0.7725356817
psy,0.8691045642,0.8414871693,0.913800478,0.8609563708,0.8186057806,0.6566603184,0.8309625387,0.8670560718,0.8032106161,0.8904422522,0.8786972165,0.9135359526,0.8383243084,0.8936778307,0.9116826057,0.9012200832,0.8189713955,0.8677368164,0.8219540119,0.8771381974
pta,0.7523761988,0.887227416,0.8022332191,0.6783655882,0.7818142176,0.9220904112,0.8531597257,0.7674662471,0.8005360365,0.8937343359,0.7368202806,0.8389098644,0.7293651104,0.8807173371,0.9198354483,0.7449174523,0.8833444118,0.7685011625,0.8323489428,0.819662571
ptj,0.8259353042,0.7597991228,0.8497693539,0.8151188493,0.718722403,0.832439661,0.5651118755,0.7971200943,0.6030915976,0.8100050688,0.887673378,0.7936857343,0.8021105528,0.7968044877,0.8269462585,0.7859040499,0.7898341417,0.8504465222,0.7770272493,0.8353154659
pto,0.8105020523,0.8167301416,0.8046034575,0.8216113448,0.8612811565,0.8015260696,0.7686816454,0.7568759918,0.8416674137,0.785728693,0.7755725384,0.8229385614,0.8077141047,0.7995772362,0.7767045498,0.8356159925,0.7922956347,0.8532243371,0.7858840227,0.8141144514
ptq,0.8289307356,0.8098342419,0.7917693853,0.8239886761,0.8061570525,0.8261282444,0.7859597802,0.7814228535,0.8481733799,0.7900000811,0.6851806641,0.8028399944,0.7994974852,0.7766166925,0.7653352022,0.7961163521,0.777395606,0.6801075935,0.7636972666,0.7981566191
ptw,0.8200075626,0.7769714594,0.9117869139,0.8701454401,0.798402667,0.7851288319,0.8431846499,0.7644279003,0.7515493631,0.7849906683,0.7395573258,0.8137259483,0.7648103833,0.8108498454,0.7860270739,0.8924539089,0.7456117272,0.7723682523,0.7571332455,0.8372107148
puq,0.859569788,0.7812581062,0.7938212752,0.7992058992,0.7076452971,0.899498105,0.9184866548,0.8488929868,0.8311445713,0.7712980509,0.7685035467,0.8736691475,0.8289313316,0.7080872655,0.8358464241,0.8959276676,0.7856476307,0.7490877509,0.8565638065,0.8181194067
pvc,0.7400814295,0.6797558069,0.7580763698,0.6660066247,0.6741405725,0.7178124189,0.7271695137,0.7920309901,0.7874283791,0.7204648256,0.7457314134,0.6190915704,0.8378822803,0.7930871248,0.7619235516,0.6737287045,0.695808351,0.6207707524,0.8367205858,0.7303529978
pvk,0.849693656,0.739718318,0.8092249632,0.8253359795,0.7118603587,0.7158275843,0.7897877693,0.8435207605,0.7926787138,0.7659579515,0.833255589,0.7680230141,0.7299454212,0.7906559706,0.8774018288,0.7484276295,0.7421174645,0.7715703249,0.7935409546,0.7588697672
pvl,0.843495965,0.7997377515,0.7298265696,0.8798639774,0.7614650726,0.7914448977,0.8371357918,0.7379187942,0.849955976,0.7420691252,0.7731283903,0.7875704169,0.7696150541,0.8309261799,0.7519859076,0.8096810579,0.721119523,0.8505482674,0.8824005127,0.6944946051
pvo,0.7527176142,0.738973856,0.7192307711,0.7721555233,0.7393112183,0.7290520668,0.7313979864,0.744113028,0.7718483806,0.8388522863,0.697784245,0.7739134431,0.7517982721,0.766438961,0.9214881063,0.7481782436,0.7775553465,0.7171692252,0.7783508301,0.7722091079
pvv,0.8225485682,0.819385469,0.7407701015,0.8694268465,0.8220249414,0.7177262306,0.8495633006,0.7873027325,0.8022741079,0.7434011102,0.7074995041,0.6748970151,0.7686436176,0.7866234779,0.7372696996,0.8593041301,0.8652765155,0.7595961094,0.8632062674,0.7820928097
pvz,0.7806088328,0.8558011055,0.7683819532,0.9066439271,0.7342787981,0.8415881395,0.8548054695,0.8469614983,0.8380260468,0.8142071962,0.7549879551,0.733569026,0.920981586,0.8333857059,0.8406502008,0.7893613577,0.7336145043,0.9197042584,0.822247982,0.7473462224
pwm,0.7650049925,0.7790430784,0.8248654604,0.7265447378,0.9557039738,0.7878023982,0.7919715047,0.7542344332,0.8483170271,0.8111899495,0.8190442324,0.7451768517,0.7816880941,0.7003231049,0.8110219836,0.8522281051,0.9091502428,0.8776322603,0.8003069758,0.8491315842
pyf,0.8535200357,0.6916052103,0.7941277027,0.8263312578,0.7973813415,0.7343378067,0.7724604607,0.7130101919,0.6499234438,0.7555793524,0.7101849914,0.6988888383,0.6866818666,0.8269052505,0.8736984134,0.8946886063,0.8142863512,0.8623255491,0.8493483067,0.7460723519
pyr,0.7664078474,0.815507412,0.7462470531,0.7298089266,0.8874206543,0.7872779369,0.9242138863,0.830883801,0.7923620939,0.8851726055,0.8776748776,0.896743536,0.801807642,0.9250041842,0.8100699186,0.8941957951,0.7926411629,0.8748636842,0.8109076023,0.9019511938
pyu,0.7791523933,0.6994377375,0.7268315554,0.7803182006,0.7384353876,0.7506140471,0.5796375275,0.7239646316,0.7259905338,0.7594991922,0.7012925148,0.6062960625,0.7810842991,0.6766325235,0.5491130948,0.6203707457,0.6604625583,0.6281542778,0.8374140859,0.742062211
pyy,0.6294766068,0.6909134984,0.6585791707,0.646207571,0.6192984581,0.6426802278,0.8336901665,0.6016429663,0.6304942369,0.6819270849,0.6610250473,0.8626941442,0.7043528557,0.6474695206,0.7232347131,0.5590626001,0.6779475212,0.6378513575,0.703275919,0.6740096211
pzi,0.8068708181,0.7365953922,0.8058453798,0.7480023503,0.9212079048,0.8921751976,0.8465483189,0.9025574923,0.8744301796,0.8088774681,0.8132566214,0.8184258938,0.9264296889,0.8571952581,0.7941877842,0.8186448812,0.7407850623,0.8520832062,0.6524837017,0.6811971664
pzt,0.6904914975,0.7976147532,0.7607446909,0.7811927795,0.7175870538,0.8438270688,0.717177093,0.8662309647,0.8066148758,0.7530589104,0.8228300214,0.7635239959,0.7578239441,0.7661861777,0.8668701053,0.8161801696,0.873093605,0.8244706392,0.7335336208,0.8886041641
qab,0.6987983584,0.6698107123,0.7810072899,0.7920536399,0.68923527,0.654425621,0.8627626896,0.7351659536,0.6205201745,0.6631765962,0.7593913078,0.766100347,0.6279233098,0.7774944305,0.6703340411,0.7912900448,0.6263891459,0.7128635645,0.7537271976,0.7189817429
qaf,0.7623711824,0.6900485158,0.6471803188,0.768389225,0.7674331665,0.7546981573,0.7528784275,0.7756028175,0.7903368473,0.677621603,0.7057876587,0.8305561543,0.8264553547,0.8148331642,0.9134720564,0.8291610479,0.7153534889,0.834641695,0.8366600275,0.6388728619
qag,0.827720046,0.8963515759,0.7373780012,0.7600816488,0.9024263024,0.8782179356,0.8077597618,0.8957178593,0.8883465528,0.9286706448,0.6834793091,0.7485762239,0.8974496126,0.8578905463,0.7476550341,0.8234510422,0.6982209682,0.8267804384,0.8633810282,0.8846894503
qcc,0.789080739,0.7599350214,0.8540586233,0.8370512724,0.9050369859,0.8036310673,0.8241944909,0.7209661603,0.8300655484,0.8037080765,0.7242891788,0.8912994266,0.7705331445,0.7911148071,0.8385286927,0.7595297098,0.8767911196,0.7754017115,0.7987680435,0.6745300293
qcl,0.7904656529,0.8620146513,0.8800480366,0.7902513146,0.6184185743,0.7701938748,0.8508973122,0.7681486011,0.8177981973,0.670140624,0.7823236585,0.7351398468,0.8806396723,0.7449088693,0.8401882648,0.818513751,0.9400296211,0.7451616526,0.8153976202,0.8073115349
qco,0.6430328488,0.736459434,0.8101036549,0.8160814047,0.7784074545,0.855276227,0.7625455856,0.8208405972,0.7842504382,0.6921092272,0.7561756968,0.7201420069,0.6511064768,0.6579384804,0.7277853489,0.7934931517,0.6701949835,0.7279775143,0.7918156981,0.7413920164
qcq,0.7197427154,0.8434586525,0.7328003049,0.7386255264,0.7935505509,0.7578136921,0.8115596175,0.9148144722,0.8129224777,0.7185829282,0.7554651499,0.7970178127,0.8508871198,0.8257188797,0.8392351866,0.7553286552,0.7770009041,0.7588900328,0.7780112028,0.7561179399
qda,0.8776118755,0.8134344816,0.724845171,0.856315732,0.7523134947,0.7041631341,0.9041904211,0.7354741693,0.8217651844,0.8909179568,0.8669548035,0.8837653399,0.8553529382,0.8635895848,0.7410163879,0.8329129219,0.8333750367,0.8955637217,0.9010183811,0.8527839184
qdg,0.9041500688,0.6049968004,0.7970689535,0.8350112438,0.7723067403,0.8611605167,0.722099483,0.9074603319,0.8625230789,0.8239737153,0.8226578236,0.8330855966,0.8055213094,0.821290493,0.8774744272,0.6644368172,0.8813567162,0.8076798916,0.7555389404,0.786329627
qdl,0.7877054214,0.8745647669,0.7908081412,0.8285739422,0.8407276869,0.7918786407,0.742513299,0.824667573,0.8058915138,0.7856296301,0.8376261592,0.8150861263,0.7069960833,0.8258343339,0.767926693,0.8610335588,0.7728857994,0.8368914127,0.7606239319,0.8828882575
qdo,0.8325517774,0.843901515,0.8057280779,0.734631896,0.7958927155,0.7838990688,0.6905845404,0.6338613629,0.6533735394,0.9026921988,0.8764979839,0.8027954102,0.7598472238,0.8239989281,0.8502030373,0.8580775261,0.8706178665,0.6769014597,0.6721614003,0.8169658184
qdp,0.7613626719,0.7401007414,0.6564695835,0.7261348963,0.7359524965,0.7591362,0.8671143055,0.7591490746,0.7849271297,0.7476401329,0.6666769385,0.6108883619,0.6879461408,0.7665708065,0.8030796051,0.7473712564,0.8418646455,0.7860207558,0.6950960159,0.6988325715
qdt,0.8405075073,0.7514196634,0.7646986842,0.745921731,0.6651306152,0.8718233109,0.7100096941,0.8268920779,0.8489943147,0.8184018731,0.7705404758,0.8112288117,0.8242166042,0.679800868,0.7175986767,0.6837334633,0.7874751687,0.8477874398,0.6712303162,0.6988041401
qdu,0.8054089546,0.7759546041,0.8787766695,0.8175791502,0.7188004851,0.8068279028,0.7430734038,0.7489084005,0.8093489408,0.7144755125,0.8008699417,0.8350052834,0.8435827494,0.7759451866,0.8441108465,0.8231949806,0.8422182202,0.8652530313,0.8604317904,0.718290925
qdw,0.6397890449,0.7992473245,0.7539868951,0.7184221148,0.7838144302,0.7576829791,0.8762894869,0.8307975531,0.7601184845,0.7974190116,0.8235305548,0.7742614746,0.7699087858,0.8109528422,0.8704083562,0.7412067652,0.8079701662,0.7985936403,0.8136268258,0.8031488657
qei,0.9064788818,0.8139096498,0.8864034414,0.8772533536,0.8745539188,0.8188346624,0.83227247,0.8410468102,0.7986187935,0.8816462755,0.8555521369,0.8233721256,0.8021823168,0.9059307575,0.6331355572,0.8284863234,0.7766667008,0.8421679735,0.8386150599,0.8892785907
qel,0.7682645321,0.8619567752,0.8244404793,0.8056544065,0.8509671688,0.7356861234,0.7944728136,0.8430688977,0.7661213875,0.8267576694,0.8076124787,0.8631732464,0.8694045544,0.7499966621,0.9092764854,0.8588986397,0.7766872644,0.8480869532,0.8158991933,0.8238250017
qer,0.8726696968,0.8373340368,0.790306747,0.8720893264,0.8224364519,0.8432864547,0.7747533321,0.8524107933,0.82821697,0.890869379,0.8857504129,0.9175485373,0.8835305572,0.8940184116,0.7118647099,0.9321820736,0.8567231894,0.8507529497,0.7368092537,0.8520475626
qfn,0.6502655745,0.907632947,0.66192168,0.7118827105,0.7819229364,0.5858730674,0.7021864057,0.7450056672,0.76644063,0.6708400249,0.7177043557,0.6090478301,0.7188459039,0.6979852915,0.8870802522,0.6966472864,0.8319535255,0.6641192436,0.7616844773,0.6905078888
qfp,0.7102617025,0.7259794474,0.7568948269,0.6928716302,0.6796234846,0.9425879717,0.6295042634,0.7686029673,0.6943494081,0.7185237408,0.7538077831,0.8116384745,0.8116108179,0.6726489067,0.6617996693,0.8028472662,0.7216340899,0.6779429913,0.800604701,0.6976036429
qfw,0.7488366365,0.8068693876,0.7419880629,0.819345355,0.7344769239,0.7527130842,0.8658204675,0.704364717,0.7178480625,0.7539761066,0.869109273,0.8067948818,0.8385974169,0.6509907842,0.7418003082,0.7231685519,0.7364934683,0.7558626533,0.7571840286,0.7272970676
qgw,0.7938443422,0.8429368734,0.8717695475,0.7537909746,0.8084878922,0.924515605,0.859993279,0.8227884173,0.8777756691,0.7788788676,0.8617454767,0.8152374029,0.801805675,0.8018120527,0.8112148046,0.7004286051,0.8224074841,0.8196352124,0.8153573275,0.8285920024
qhb,0.7748827934,0.7908684015,0.7737693191,0.8168908954,0.7670427561,0.7432948947,0.7228858471,0.7248424888,0.7256533504,0.6445821524,0.7235820293,0.819614172,0.7528019547,0.8168286085,0.7700861692,0.7277169824,0.8123317957,0.8423358798,0.7776627541,0.6666187048
qho,0.7097121477,0.7142351866,0.7476844788,0.7029907703,0.8073135018,0.7176158428,0.7240280509,0.7775895,0.721653223,0.9499450326,0.8551824093,0.7836630344,0.6957758665,0.7089968324,0.8369375467,0.6548570395,0.6335353851,0.7977135181,0.6827402115,0.7028555274
qhp,0.7510844469,0.8275384307,0.7203166485,0.8644317389,0.7521136999,0.789976716,0.8018416166,0.7781891823,0.784471035,0.7755416632,0.8191461563,0.8278110027,0.697519362,0.7735633254,0.8188339472,0.8855631351,0.862419188,0.8040629625,0.8826979399,0.7969619632
qhq,0.8341538906,0.6876455545,0.6624655128,0.7966396809,0.6769890785,0.7056270242,0.7676769495,0.6967355609,0.6488395929,0.648219943,0.7455334067,0.7274661064,0.7580012083,0.6970074177,0.7207942605,0.9349440932,0.6565970182,0.7507320642,0.8126614094,0.6966802478
qhw,0.8523061275,0.834141016,0.8560742736,0.7836068869,0.7772396207,0.9242866039,0.8243104219,0.904767096,0.8156663179,0.8765130043,0.8353334665,0.8933956623,0.7222767472,0.8197396994,0.8123844862,0.8632084131,0.9034765959,0.8927053213,0.8709251881,0.8185790777
qib,0.8163650036,0.7893821001,0.8054867983,0.7992264628,0.9090073705,0.7341995239,0.6743990183,0.803488791,0.800891757,0.8122029305,0.7037175894,0.626981914,0.8131985068,0.6926587224,0.6992282271,0.71397686,0.7983876467,0.8120512366,0.6661129594,0.7283743024
qig,0.8073693514,0.7612679005,0.6251514554,0.7373360395,0.7997587919,0.884393692,0.9404591918,0.7325263023,0.7231968641,0.8047293425,0.790227294,0.778491497,0.7378014326,0.8534431458,0.6106956005,0.7112910748,0.7712495923,0.8052943945,0.8047609329,0.8079476357
qik,0.8176361918,0.7952798605,0.8632746339,0.7831716537,0.7920688391,0.7915171385,0.7141517997,0.833804667,0.8973938823,0.7145098448,0.8544690013,0.8275747299,0.8501496315,0.7648328543,0.7780649662,0.7852576971,0.8121299744,0.8206920624,0.8497849703,0.8953313828
qil,0.7761777043,0.6525487304,0.7973332405,0.7937438488,0.7784959674,0.7640850544,0.6720294952,0.765434742,0.7624545693,0.7641242146,0.6911615133,0.7532359362,0.6224675179,0.6385095119,0.7809600234,0.7587475777,0.6141064167,0.7169811726,0.6855482459,0.8184145689
qin,0.7769724727,0.8112319708,0.7984288931,0.8835698366,0.72388798,0.7584910393,0.7707818151,0.786123395,0.8263430595,0.9439165592,0.7729190588,0.6961240768,0.5982884169,0.6850454807,0.8368268013,0.8671102524,0.806628108,0.9030902386,0.8131942749,0.7520985603
qiq,0.6749097109,0.8329452276,0.8215161562,0.8663367033,0.6951187253,0.8229502439,0.6639440656,0.7113758326,0.7409996986,0.8198800683,0.7358025908,0.7456633449,0.7123016715,0.8192424774,0.7426989675,0.8159669638,0.8098239899,0.7368436456,0.7803333998,0.831790328
qiu,0.6788139343,0.6952366233,0.8097918034,0.8621053696,0.8060676455,0.7898447514,0.8418335915,0.8059127927,0.7821086049,0.7673755884,0.6959002018,0.8935021162,0.8033074141,0.7414239645,0.7531399727,0.9394950271,0.8520274162,0.7304472923,0.8944542408,0.7481943369
qix,0.8218363523,0.8093618155,0.8057022095,0.5873765945,0.8077427149,0.8625313044,0.7850699425,0.7855541706,0.7000142932,0.670789957,0.7964472175,0.8884759545,0.7278232574,0.7737030387,0.7633669376,0.7015812993,0.6878976822,0.8393024206,0.8231831789,0.8326559663
qkc,0.7556577921,0.7987231016,0.8187842369,0.8199471831,0.8036905527,0.8146954775,0.7632851601,0.8343337774,0.7542066574,0.6993299723,0.8236950636,0.8399487734,0.7823979855,0.8826880455,0.8520216942,0.7879413962,0.7914127111,0.6596791148,0.9578626156,0.7392677069
qkj,0.7452129126,0.7922315598,0.9117189646,0.8447312117,0.7825112343,0.7921946049,0.8451592922,0.8019891977,0.8434574604,0.689013958,0.7933694124,0.672765255,0.880622983,0.7538658381,0.8337785006,0.8247933388,0.759732008,0.8309801817,0.6984407902,0.7149479985
qkk,0.8129205108,0.7836563587,0.8237597942,0.7752165794,0.8210283518,0.7414628863,0.666164279,0.7391234636,0.5735103488,0.8282929659,0.756629467,0.730674088,0.7033036351,0.7599619031,0.8242844343,0.7409538031,0.7237059474,0.7934968472,0.7834790349,0.6921887398
qkn,0.8702388406,0.8044536114,0.8012196422,0.795527339,0.7829592228,0.8504115343,0.8432606459,0.8972536922,0.9396398067,0.7613456249,0.6329965591,0.8478398323,0.8122903109,0.7178058028,0.8897943497,0.7655433416,0.8006387949,0.7779269814,0.8440982699,0.8563735485
qkw,0.630921483,0.8213353157,0.7737047672,0.8003904819,0.8200463057,0.7576120496,0.7794508338,0.7261354923,0.7790337205,0.7210190296,0.9260055423,0.8549177647,0.8808356524,0.8934918642,0.6676105261,0.7464003563,0.703338623,0.7336198688,0.699732542,0.8849264383
qlf,0.9091951847,0.7596378326,0.9021480083,0.8973177671,0.8773183823,0.6549105048,0.7467796803,0.9014453888,0.7932730913,0.7720950842,0.8551872969,0.5808206797,0.8695261478,0.871765554,0.6857456565,0.7269389033,0.8620872498,0.8694719672,0.6201963425,0.8942552805
qlk,0.8027451634,0.8737000227,0.8575556278,0.7075014114,0.811009109,0.7889477015,0.7970570326,0.7961302996,0.8630912304,0.8222480416,0.7960777283,0.9101561308,0.8763652444,0.8735687733,0.7749179602,0.7235607505,0.8755975962,0.8257187605,0.8051253557,0.8296595216
qme,0.7050433159,0.7234082818,0.7551367879,0.7452132702,0.7717194557,0.7819450498,0.71239537,0.7141379714,0.8365933895,0.7531636953,0.8552757502,0.6485400796,0.7667486668,0.8622787595,0.8735311031,0.7100262642,0.7885466814,0.8804714084,0.6889246702,0.8403229713
qmh,0.8473197222,0.8045470715,0.7922603488,0.747238636,0.8186837435,0.6849941015,0.759005487,0.7602960467,0.754858017,0.7464109659,0.7471221685,0.787958324,0.7345478535,0.7778829336,0.7279268503,0.7242724299,0.7266948819,0.6599905491,0.732673645,0.8632810116
qmi,0.8556470871,0.7870867252,0.7546842098,0.8105263114,0.7898991108,0.8337686062,0.7740620971,0.6769999862,0.7902498245,0.6613926888,0.8188359141,0.829204917,0.6305286884,0.8661119938,0.8605772853,0.8057919145,0.9410915971,0.8644515276,0.6807838082,0.892134726
qmj,0.7955545187,0.8372913003,0.7179898024,0.8226691484,0.76844275,0.8500664234,0.913051188,0.7899003625,0.7846616507,0.6251968145,0.8840265274,0.8539046049,0.8401533365,0.7842606306,0.9014000297,0.8752722144,0.8048602939,0.8109543324,0.85767138,0.8134433031
qmw,0.8446791172,0.8693869114,0.7841122746,0.8610383272,0.8892827034,0.812495172,0.9064798355,0.9110320807,0.9052093029,0.6991404891,0.6702520251,0.6952323914,0.7959369421,0.7760374546,0.8081645966,0.8205310106,0.8695029616,0.7875624299,0.7849484682,0.7234248519
qnd,0.8091942072,0.7205898762,0.8344529867,0.6913099289,0.7636134028,0.8988072872,0.7532907724,0.7930492163,0.7332165837,0.8113647699,0.7617273927,0.6966795325,0.7721683383,0.8121625781,0.7276511192,0.7682733536,0.7839490771,0.7286375761,0.8106991053,0.7893128395
qno,0.8345206976,0.8430453539,0.7785118818,0.8332753778,0.8614563942,0.8752282262,0.7705007792,0.8364777565,0.8676706553,0.8765665889,0.8640305996,0.852530241,0.7170884013,0.8288809061,0.8283666372,0.8264265656,0.7986102104,0.7205655575,0.8880861402,0.8858735561
qnt,0.7883803844,0.8198441863,0.855701685,0.7973570228,0.7989246845,0.8010497093,0.8349534869,0.8270879388,0.7978169322,0.7592999935,0.880407095,0.7478035092,0.6880277395,0.8436946869,0.9302567244,0.7924662828,0.8916811943,0.917345047,0.7665577531,0.7767269611
qob,0.7823598385,0.8641244769,0.8147320747,0.7873240709,0.7069608569,0.7842143178,0.7787896395,0.7834428549,0.7520132065,0.7835406065,0.8184447885,0.8429598808,0.7974919081,0.7447067499,0.8702210784,0.8388409615,0.8148513436,0.8489649892,0.7761294246,0.7813258171
qoc,0.9343440533,0.8218412399,0.8326507211,0.9426118135,0.9133571386,0.7510018349,0.7039402127,0.8785065413,0.8407723904,0.8076951504,0.7933754921,0.7571082115,0.7263233662,0.7889705896,0.7835077643,0.8399621248,0.743694067,0.7650649548,0.6319686174,0.7727362514
qoz,0.7630042434,0.8138542175,0.7960752845,0.7863980532,0.8769084811,0.8640182018,0.7925890684,0.8001095057,0.8456875086,0.7591607571,0.841545701,0.8429127336,0.8575158119,0.8890556097,0.8516198397,0.8341705203,0.7573468685,0.79662323,0.7484601736,0.742092073
qpz,0.834194541,0.7103893161,0.9263551235,0.7868750095,0.8462399244,0.7766610384,0.7901889086,0.8171756268,0.8163660765,0.8040747643,0.7741987705,0.806540966,0.8025540113,0.7709390521,0.7941188812,0.8615074158,0.8749747276,0.7819728851,0.8045340776,0.7996284366
qqd,0.8377630711,0.8224137425,0.870565176,0.9118642807,0.8678568006,0.8281810284,0.8236260414,0.868668437,0.8272308111,0.6173337698,0.8613874912,0.8492254019,0.8164271116,0.8537339568,0.8182551861,0.8121936321,0.8438421488,0.9039157629,0.79063797,0.8517062664
qqj,0.9316657186,0.8578087091,0.7836945057,0.8671918511,0.8339836597,0.8030885458,0.7752617598,0.6725267172,0.8046606183,0.8755996227,0.7750844955,0.8455963135,0.7418697476,0.7567213774,0.834133029,0.8808304071,0.8302820921,0.8658435345,0.8467398882,0.767722249
qqp,0.7986102104,0.7889634967,0.785122335,0.7965559959,0.752614975,0.6631268263,0.716255188,0.7476119995,0.8758792877,0.6953017116,0.6758138537,0.7965519428,0.8309004307,0.7799236774,0.7170690894,0.7388748527,0.7478713989,0.7689499259,0.804951787,0.7869677544
qro,0.7509076595,0.8423797488,0.7635500431,0.8701466918,0.8397578001,0.87243855,0.8447476625,0.8691942096,0.7431511283,0.783546567,0.7822259665,0.8162968159,0.8781478405,0.7159458399,0.8211364746,0.7799674273,0.9079834819,0.7826644182,0.8075526953,0.6763082743
qrv,0.6701655388,0.7101751566,0.8209043741,0.7295396328,0.7799527645,0.8842265606,0.8560954928,0.7319230437,0.6802430153,0.7573407292,0.756114006,0.8335250616,0.7179473042,0.8677874207,0.6721432209,0.883251071,0.8304545283,0.7835146189,0.7972539067,0.9026929736
qsm,0.8411101103,0.8579621911,0.8881704211,0.8523002863,0.6734194756,0.897890687,0.7427938581,0.8704208732,0.9286172986,0.8139594793,0.8844810724,0.8660392165,0.8101171851,0.7127010822,0.8400138021,0.7363184094,0.7575503588,0.9071418047,0.8023235798,0.8052980304
qss,0.8667761683,0.8246221542,0.751336813,0.7764099836,0.8463204503,0.769559741,0.8230256438,0.7386766076,0.8566545248,0.8277329206,0.8058519363,0.81722188,0.8074280024,0.8287171125,0.792489171,0.7909217477,0.8104573488,0.7998390198,0.8641816378,0.82942307
qtf,0.845393002,0.8061922789,0.9137662649,0.8117423058,0.7764245272,0.8084688187,0.7167487144,0.7398595214,0.8541277051,0.8770439029,0.9024504423,0.829883337,0.8246780038,0.7141013145,0.7371664047,0.7403271198,0.8255316019,0.8074444532,0.831376791,0.7261356711
qti,0.6362115741,0.6726503968,0.7919973135,0.8585019708,0.8361052871,0.7041320801,0.7768041492,0.6391481161,0.8076994419,0.7138575912,0.719072938,0.7907567024,0.7904925346,0.6699007154,0.7211767435,0.7635611296,0.7619456053,0.7687803507,0.8020202518,0.7746044993
qtr,0.8694714308,0.7390261292,0.7750153542,0.832339406,0.8914673328,0.8475221992,0.7655328512,0.7969468832,0.7655419111,0.6586840153,0.8970546722,0.7947243452,0.8591965437,0.7934353948,0.7554728389,0.784414649,0.7903014421,0.7884073257,0.8521611691,0.8248288631
qud,0.854206264,0.8901106119,0.8267970085,0.7840389013,0.7406642437,0.7362368107,0.7710528374,0.7413002253,0.7995438576,0.7219688296,0.8014551401,0.7826493382,0.7226295471,0.763166666,0.7174081206,0.8157086968,0.7755777836,0.6848335862,0.7474069595,0.8142486811
quq,0.8446661234,0.824952364,0.863396585,0.8587715626,0.8666810989,0.6919983625,0.8621306419,0.8139755726,0.8516274691,0.8430860043,0.8594665527,0.8515558243,0.8358128071,0.7836401463,0.825942874,0.8669514656,0.7759997845,0.8388626575,0.8682483435,0.8045147657
qve,0.775860548,0.817122817,0.7837367654,0.8346063495,0.86437428,0.8212932944,0.7330235243,0.7333399057,0.8144639134,0.7889616489,0.8389751911,0.8387534618,0.9394194484,0.839550972,0.7116382122,0.8700568676,0.8400893211,0.7151632905,0.7791126966,0.8774319291
